,Temperature,WindSpeed,Pa,Humidity,Rain
4842,22,17,772,91,rain
4843,18,10,940,68,sun
4844,-2,9,966,90,sun
4845,19,25,764,9,rain
4846,21,8,861,31,sun
4847,-3,16,920,87,rain
4848,14,5,829,43,rain
4849,-4,26,821,40,rain
4850,-6,24,993,91,sun
4851,3,10,829,32,rain
4852,35,9,968,62,rain
4853,-2,3,980,96,sun
4854,-9,25,817,66,rain
4855,20,0,965,0,sun
4856,12,0,839,55,rain
4857,-3,14,932,86,rain
4858,-2,3,826,90,rain
4859,19,4,890,98,rain
4860,-6,28,901,11,sun
4861,8,9,750,20,rain
4862,5,16,935,13,sun
4863,21,9,964,96,sun
4864,1,25,848,13,rain
4865,19,8,1024,47,sun
4866,32,0,763,74,rain
4867,6,9,953,65,sun
4868,29,16,1005,29,sun
4869,23,28,958,80,rain
4870,-9,1,967,85,sun
4871,-2,1,897,5,sun
4872,26,23,897,12,sun
4873,26,24,814,5,rain
4874,14,8,909,1,sun
4875,11,24,998,20,sun
4876,17,21,944,93,rain
4877,14,8,986,88,sun
4878,-8,25,915,70,rain
4879,-7,7,803,5,rain
4880,14,29,1028,23,sun
4881,4,5,1021,65,sun
4882,24,8,951,98,sun
4883,16,28,896,40,sun
4884,6,23,777,85,rain
4885,22,1,907,62,sun
4886,1,13,865,50,sun
4887,21,16,842,46,rain
4888,21,4,1017,45,sun
4889,23,2,897,1,sun
4890,-3,25,854,53,sun
4891,25,3,835,33,rain
4892,27,12,777,46,rain
4893,-6,19,922,5,sun
4894,32,5,757,54,rain
4895,21,25,972,73,rain
4896,13,26,918,22,sun
4897,-9,15,803,59,rain
4898,9,4,997,70,sun
4899,-2,14,931,3,sun
4900,-8,0,794,53,rain
4901,37,20,882,52,rain
4902,39,12,1013,2,sun
4903,15,21,934,18,sun
4904,17,11,1025,16,sun
4905,33,24,1028,88,rain
4906,-8,18,980,99,sun
4907,-4,6,915,22,sun
4908,15,20,807,54,rain
4909,34,4,872,4,sun
4910,20,16,948,14,sun
4911,24,11,932,18,sun
4912,-9,18,804,48,rain
4913,35,19,766,12,rain
4914,39,13,995,42,rain
4915,-7,21,843,99,rain
4916,4,6,851,54,sun
4917,39,28,909,43,rain
4918,2,21,774,31,rain
4919,-3,9,858,63,sun
4920,19,2,879,48,sun
4921,30,5,976,69,rain
4922,20,13,891,50,sun
4923,35,8,768,56,rain
4924,25,16,929,88,rain
4925,-1,1,961,19,sun
4926,-6,9,881,72,sun
4927,0,5,898,95,rain
4928,12,5,992,57,sun
4929,7,8,773,61,rain
4930,11,14,978,53,sun
4931,-4,4,856,68,sun
4932,11,28,770,82,rain
4933,34,22,996,20,sun
4934,19,23,1010,53,sun
4935,-2,27,911,41,sun
4936,5,27,869,87,rain
4937,33,12,839,35,rain
4938,8,13,1011,85,sun
4939,-3,12,961,47,sun
4940,32,19,906,15,sun
4941,-4,27,901,87,rain
4942,33,2,791,98,rain
4943,15,28,832,7,rain
4944,20,8,815,48,rain
4945,34,10,846,11,rain
4946,19,6,899,97,rain
4947,27,28,977,87,rain
4948,19,17,1001,48,sun
4949,1,5,997,49,sun
4950,22,29,786,76,rain
4951,31,17,756,95,rain
4952,34,9,763,67,rain
4953,-1,19,965,78,sun
4954,3,7,1011,94,sun
4955,9,16,878,1,sun
4956,18,2,862,82,rain
4957,23,2,829,68,rain
4958,-5,2,902,54,sun
4959,17,28,909,57,sun
4960,25,7,784,5,rain
4961,1,10,770,2,rain
4962,22,16,1021,85,sun
4963,-6,15,794,57,rain
4964,31,4,977,51,rain
4965,16,29,814,20,rain
4966,31,0,1008,63,rain
4967,7,10,759,0,rain
4968,3,7,1017,12,sun
4969,26,24,760,34,rain
4970,28,2,828,11,rain
4971,-4,23,917,37,sun
4972,30,8,879,43,rain
4973,12,20,755,11,rain
4974,-7,19,893,68,sun
4975,2,14,925,94,rain
4976,-6,12,953,2,sun
4977,18,10,776,47,rain
4978,25,11,892,55,sun
4979,37,28,979,4,sun
4980,27,7,1011,19,sun
4981,16,28,984,3,sun
4982,0,22,844,77,rain
4983,27,25,986,51,sun
4984,23,23,966,91,sun
4985,-3,0,800,49,rain
4986,12,27,837,33,rain
4987,25,21,876,80,rain
4988,-8,6,985,61,sun
4989,-8,25,818,10,rain
4990,19,11,828,21,rain
4991,28,22,910,24,sun
4992,36,0,1015,11,sun
4993,20,18,769,38,rain
4994,24,11,858,2,sun
4995,39,11,829,59,rain
4996,8,28,956,88,rain
4997,24,8,864,7,sun
4998,2,23,823,58,rain
4999,8,28,884,53,sun
5000,35,26,839,58,rain
5001,-8,1,891,60,sun
5002,0,19,910,52,sun
5003,5,8,1010,87,sun
5004,9,14,835,10,rain
5005,1,8,917,31,sun
5006,10,9,1026,71,sun
5007,8,11,807,33,rain
5008,33,15,959,77,rain
5009,13,14,769,24,rain
5010,25,1,988,37,sun
5011,-7,16,946,35,sun
5012,7,5,895,57,sun
5013,-5,1,868,47,sun
5014,-6,8,896,64,sun
5015,23,23,765,68,rain
5016,-9,24,881,27,sun
5017,16,12,907,78,sun
5018,-4,2,829,82,rain
5019,28,16,847,52,rain
5020,-4,1,777,96,rain
5021,23,19,985,59,sun
5022,-4,4,1008,19,sun
5023,15,12,908,46,sun
5024,-5,9,921,33,sun
5025,7,14,937,52,sun
5026,-8,27,871,50,sun
5027,-5,11,865,84,rain
5028,-6,13,935,61,sun
5029,11,27,969,7,sun
5030,24,12,824,40,rain
5031,2,7,918,41,sun
5032,22,11,982,90,sun
5033,-7,15,788,71,rain
5034,-2,15,907,22,sun
5035,12,23,751,69,rain
5036,12,20,961,81,sun
5037,-1,15,762,37,rain
5038,22,16,1013,99,sun
5039,12,28,900,37,sun
5040,-6,6,810,11,rain
5041,22,6,755,51,rain
5042,39,28,783,2,rain
5043,17,27,788,99,rain
5044,29,10,767,54,rain
5045,0,14,790,65,rain
5046,38,9,835,83,rain
5047,12,25,902,28,sun
5048,5,11,789,75,rain
5049,0,24,971,42,sun
5050,31,21,987,42,rain
5051,-7,14,982,18,sun
5052,18,3,816,8,rain
5053,1,2,999,68,sun
5054,5,16,986,89,sun
5055,-2,8,912,56,sun
5056,38,5,1000,11,sun
5057,27,9,892,33,sun
5058,8,27,845,84,rain
5059,-5,16,963,61,sun
5060,7,3,922,57,sun
5061,28,26,1020,12,sun
5062,-1,29,973,30,sun
5063,-5,9,846,86,rain
5064,25,19,952,42,sun
5065,37,0,840,41,rain
5066,-5,9,898,85,rain
5067,8,19,835,49,rain
5068,0,27,791,18,rain
5069,34,8,962,6,sun
5070,11,0,949,70,sun
5071,11,10,980,8,sun
5072,-9,5,755,93,rain
5073,39,21,784,45,rain
5074,6,11,1010,54,sun
5075,6,21,830,53,rain
5076,20,10,925,39,sun
5077,33,18,811,41,rain
5078,18,12,901,50,sun
5079,-9,5,775,89,rain
5080,3,4,1006,27,sun
5081,29,7,961,88,sun
5082,0,28,956,38,sun
5083,24,12,804,9,rain
5084,13,15,805,75,rain
5085,29,13,985,10,sun
5086,14,7,795,57,rain
5087,33,8,794,75,rain
5088,11,14,821,13,rain
5089,10,9,1018,95,sun
5090,15,27,955,4,sun
5091,18,9,831,73,rain
5092,12,22,825,21,rain
5093,8,5,787,27,rain
5094,-6,28,954,30,sun
5095,0,10,915,54,sun
5096,14,10,827,42,rain
5097,10,7,912,55,sun
5098,5,12,1026,84,sun
5099,-1,12,836,40,rain
5100,30,12,918,42,rain
5101,-9,15,1029,19,sun
5102,-3,23,890,99,rain
5103,13,17,992,61,sun
5104,9,17,765,11,rain
5105,27,20,750,11,rain
5106,17,19,777,94,rain
5107,31,14,995,39,sun
5108,5,17,919,31,sun
5109,-6,22,752,21,rain
5110,1,29,837,77,rain
5111,-3,20,941,70,sun
5112,32,29,770,41,rain
5113,1,21,954,12,sun
5114,13,14,847,10,rain
5115,30,20,957,35,sun
5116,27,3,937,33,sun
5117,-5,3,885,98,rain
5118,31,3,759,46,rain
5119,36,27,931,73,rain
5120,-9,25,796,41,rain
5121,29,10,1022,66,sun
5122,6,21,952,21,sun
5123,24,5,976,59,sun
5124,36,13,993,36,sun
5125,36,26,835,46,rain
5126,-6,13,762,39,rain
5127,23,14,907,9,sun
5128,-3,10,776,8,rain
5129,22,23,1024,28,sun
5130,37,25,991,79,rain
5131,12,11,840,3,rain
5132,13,18,878,38,sun
5133,0,3,1005,38,sun
5134,23,23,904,7,sun
5135,19,5,834,49,rain
5136,-3,27,951,76,rain
5137,38,22,1008,56,rain
5138,10,3,963,10,sun
5139,10,13,867,98,rain
5140,-4,4,785,43,rain
5141,0,6,903,30,sun
5142,-1,18,754,64,rain
5143,33,9,876,72,rain
5144,19,3,879,0,sun
5145,14,17,952,96,sun
5146,8,0,928,14,sun
5147,4,10,933,54,sun
5148,1,1,824,47,rain
5149,31,23,875,15,sun
5150,4,28,837,11,rain
5151,35,7,904,12,sun
5152,-9,8,1028,62,sun
5153,38,3,777,53,rain
5154,32,5,862,26,sun
5155,31,21,1016,1,sun
5156,16,6,1014,48,sun
5157,11,21,821,48,rain
5158,32,28,807,88,rain
5159,10,14,935,48,sun
5160,34,14,978,20,sun
5161,35,11,949,48,rain
5162,33,20,891,4,sun
5163,34,18,770,32,rain
5164,-7,1,892,73,sun
5165,-8,7,811,23,rain
5166,16,20,963,5,sun
5167,-4,16,1001,37,sun
5168,11,23,857,29,sun
5169,28,26,800,50,rain
5170,9,9,819,31,rain
5171,0,22,897,66,sun
5172,-9,6,984,4,sun
5173,11,26,843,88,rain
5174,6,18,1017,33,sun
5175,15,3,774,56,rain
5176,12,27,956,27,sun
5177,3,9,797,83,rain
5178,21,8,777,76,rain
5179,-1,2,984,58,sun
5180,3,2,797,49,rain
5181,22,23,1010,7,sun
5182,36,1,928,82,rain
5183,12,9,844,17,rain
5184,14,19,750,67,rain
5185,-1,8,791,35,rain
5186,28,0,959,45,sun
5187,5,23,805,6,rain
5188,22,13,794,27,rain
5189,26,6,875,73,sun
5190,-5,18,873,76,sun
5191,37,22,955,36,sun
5192,-3,17,988,35,sun
5193,9,23,793,28,rain
5194,4,25,809,76,rain
5195,-1,16,855,31,sun
5196,25,0,781,73,rain
5197,31,17,860,14,sun
5198,22,14,922,54,sun
5199,3,26,971,82,rain
5200,-5,13,939,70,sun
5201,15,22,911,12,sun
5202,2,1,916,21,sun
5203,27,19,1006,27,sun
5204,-8,13,799,34,rain
5205,39,11,1025,57,rain
5206,34,2,752,48,rain
5207,19,15,847,28,rain
5208,-7,21,999,37,sun
5209,34,4,962,97,rain
5210,1,6,820,45,rain
5211,2,9,852,58,sun
5212,14,21,809,51,rain
5213,-9,25,825,92,rain
5214,35,13,882,16,sun
5215,6,21,816,19,rain
5216,24,16,1019,84,sun
5217,14,27,1019,82,rain
5218,16,25,866,0,sun
5219,31,4,791,17,rain
5220,29,0,814,65,rain
5221,11,5,916,40,sun
5222,25,4,837,98,rain
5223,22,16,1006,66,sun
5224,12,2,951,23,sun
5225,23,9,841,61,rain
5226,21,27,860,11,sun
5227,6,18,1015,38,sun
5228,19,5,791,33,rain
5229,16,3,891,66,sun
5230,35,18,784,73,rain
5231,-7,27,934,89,rain
5232,27,3,856,34,sun
5233,35,17,974,99,rain
5234,-5,13,959,9,sun
5235,3,25,861,4,sun
5236,2,2,765,10,rain
5237,0,19,1016,96,sun
5238,-4,1,805,4,rain
5239,14,8,888,9,sun
5240,36,28,883,92,rain
5241,15,15,849,65,rain
5242,9,21,804,36,rain
5243,37,10,782,23,rain
5244,25,20,899,53,sun
5245,32,1,972,70,rain
5246,-3,26,849,34,rain
5247,10,22,850,51,rain
5248,35,22,845,27,rain
5249,7,28,809,26,rain
5250,19,28,870,98,rain
5251,20,14,754,73,rain
5252,25,21,758,44,rain
5253,19,20,996,41,sun
5254,10,15,841,28,rain
5255,-8,20,757,24,rain
5256,9,17,985,53,sun
5257,10,21,882,17,sun
5258,14,24,772,62,rain
5259,14,20,917,79,sun
5260,35,6,1028,87,rain
5261,16,9,905,75,sun
5262,15,2,779,57,rain
5263,10,12,794,97,rain
5264,35,8,801,71,rain
5265,20,6,782,22,rain
5266,26,12,849,20,rain
5267,10,20,896,27,sun
5268,22,11,797,77,rain
5269,23,0,811,10,rain
5270,33,0,917,13,sun
5271,15,0,921,23,sun
5272,34,0,996,33,sun
5273,20,25,959,84,rain
5274,0,4,908,96,rain
5275,14,27,821,80,rain
5276,-9,16,872,16,sun
5277,0,21,1003,58,sun
5278,5,12,988,46,sun
5279,39,5,838,2,rain
5280,14,3,931,68,sun
5281,26,27,954,16,sun
5282,20,19,999,3,sun
5283,1,16,815,6,rain
5284,15,17,870,15,sun
5285,5,17,995,52,sun
5286,-2,10,859,30,sun
5287,20,21,823,32,rain
5288,21,5,900,48,sun
5289,-9,28,755,74,rain
5290,34,24,947,52,rain
5291,17,15,919,87,rain
5292,24,5,904,52,sun
5293,37,0,806,7,rain
5294,10,12,966,41,sun
5295,16,16,1016,23,sun
5296,13,8,824,30,rain
5297,27,15,762,57,rain
5298,7,23,1019,84,sun
5299,17,0,938,24,sun
5300,34,1,947,34,sun
5301,14,20,936,77,sun
5302,-8,12,916,20,sun
5303,8,23,1000,1,sun
5304,-5,23,831,45,rain
5305,3,7,873,52,sun
5306,19,5,801,19,rain
5307,3,8,880,4,sun
5308,23,27,842,39,rain
5309,21,9,825,89,rain
5310,24,24,830,29,rain
5311,-4,27,967,54,sun
5312,20,28,1016,13,sun
5313,10,24,933,98,rain
5314,19,6,926,78,sun
5315,33,25,890,64,rain
5316,-4,3,902,49,sun
5317,3,17,758,55,rain
5318,-3,24,772,68,rain
5319,-7,11,944,59,sun
5320,27,9,973,42,sun
5321,-6,15,989,30,sun
5322,-7,0,752,98,rain
5323,24,9,1010,34,sun
5324,32,16,941,39,sun
5325,24,12,912,84,rain
5326,21,23,865,18,sun
5327,35,22,804,73,rain
5328,7,6,831,62,rain
5329,5,25,960,92,rain
5330,-4,22,766,90,rain
5331,33,20,890,99,rain
5332,5,6,985,96,sun
5333,39,27,783,19,rain
5334,1,23,1019,41,sun
5335,21,29,945,48,sun
5336,27,6,780,65,rain
5337,35,9,922,31,sun
5338,17,3,982,9,sun
5339,13,15,895,90,rain
5340,-3,3,961,71,sun
5341,26,0,824,73,rain
5342,19,10,960,86,sun
5343,24,22,1016,51,sun
5344,26,5,766,55,rain
5345,35,0,976,13,sun
5346,13,9,941,36,sun
5347,34,15,922,92,rain
5348,22,0,902,51,sun
5349,2,24,913,91,rain
5350,33,27,1028,13,sun
5351,26,12,786,93,rain
5352,34,24,819,72,rain
5353,39,3,884,40,rain
5354,-7,18,870,1,sun
5355,23,8,938,70,sun
5356,4,7,981,56,sun
5357,34,28,925,8,sun
5358,39,15,876,9,sun
5359,12,15,834,63,rain
5360,12,24,910,21,sun
5361,19,15,805,79,rain
5362,12,26,1015,90,rain
5363,29,0,1026,61,sun
5364,-8,17,790,35,rain
5365,21,9,960,74,sun
5366,32,26,987,22,sun
5367,19,8,900,57,sun
5368,38,18,909,21,sun
5369,0,16,812,26,rain
5370,24,13,865,3,sun
5371,-2,15,932,78,sun
5372,13,6,968,32,sun
5373,5,3,999,98,sun
5374,39,8,900,84,rain
5375,12,23,799,28,rain
5376,-2,5,972,28,sun
5377,25,25,808,82,rain
5378,27,27,888,88,rain
5379,-6,7,858,49,sun
5380,-2,22,833,25,rain
5381,7,0,987,90,sun
5382,9,3,953,81,sun
5383,35,1,980,95,rain
5384,34,3,924,50,rain
5385,9,27,765,39,rain
5386,29,4,972,54,sun
5387,34,4,908,6,sun
5388,36,27,927,75,rain
5389,28,10,1020,75,sun
5390,9,25,961,7,sun
5391,0,15,815,99,rain
5392,35,28,927,93,rain
5393,2,26,964,27,sun
5394,23,21,812,41,rain
5395,35,4,848,73,rain
5396,11,3,824,59,rain
5397,0,24,829,23,rain
5398,26,21,932,45,sun
5399,-4,28,851,98,rain
5400,18,2,1005,82,sun
5401,37,23,998,87,rain
5402,-1,22,862,46,sun
5403,-2,28,980,95,rain
5404,-2,10,873,8,sun
5405,2,8,993,30,sun
5406,9,1,988,14,sun
5407,33,24,987,25,sun
5408,24,14,978,45,sun
5409,17,9,895,3,sun
5410,11,27,868,71,rain
5411,3,22,883,28,sun
5412,32,19,1007,54,rain
5413,39,14,970,90,rain
5414,33,22,864,65,rain
5415,0,28,801,4,rain
5416,7,29,902,2,sun
5417,18,2,880,53,sun
5418,-4,18,807,15,rain
5419,33,18,999,33,sun
5420,1,18,1021,21,sun
5421,20,25,798,40,rain
5422,18,23,865,18,sun
5423,34,16,875,9,sun
5424,10,18,973,75,sun
5425,1,14,812,76,rain
5426,31,26,838,79,rain
5427,7,0,1026,32,sun
5428,2,19,975,5,sun
5429,25,2,873,27,sun
5430,7,26,915,85,rain
5431,29,9,943,88,rain
5432,22,14,879,53,sun
5433,36,26,761,66,rain
5434,1,9,842,12,rain
5435,38,18,824,88,rain
5436,25,8,873,71,sun
5437,6,15,814,29,rain
5438,36,26,927,93,rain
5439,-6,3,818,97,rain
5440,31,11,988,4,sun
5441,-3,11,936,14,sun
5442,3,23,965,38,sun
5443,38,11,758,91,rain
5444,19,4,1005,6,sun
5445,11,6,768,45,rain
5446,-5,5,782,39,rain
5447,14,14,988,22,sun
5448,-7,11,867,36,sun
5449,-3,1,1027,60,sun
5450,0,14,964,38,sun
5451,-3,1,818,42,rain
5452,34,3,786,36,rain
5453,39,10,896,9,sun
5454,-4,12,845,99,rain
5455,12,20,920,19,sun
5456,12,4,832,51,rain
5457,6,10,939,36,sun
5458,12,4,809,14,rain
5459,10,5,889,64,sun
5460,25,10,946,70,sun
5461,16,7,882,27,sun
5462,30,11,973,96,rain
5463,8,17,943,33,sun
5464,29,8,1026,32,sun
5465,-4,7,863,58,sun
5466,-8,6,966,49,sun
5467,23,1,964,24,sun
5468,19,20,800,24,rain
5469,11,25,843,14,rain
5470,20,6,941,88,rain
5471,1,20,864,25,sun
5472,37,9,1001,5,sun
5473,2,13,936,68,sun
5474,-4,1,1027,52,sun
5475,20,18,775,37,rain
5476,-2,15,769,77,rain
5477,9,13,1000,82,sun
5478,-1,15,881,61,sun
5479,29,29,912,89,rain
5480,28,21,907,62,sun
5481,-8,5,881,8,sun
5482,17,21,867,26,sun
5483,-4,21,825,43,rain
5484,32,21,787,29,rain
5485,8,24,850,89,rain
5486,6,14,979,93,sun
5487,18,14,769,60,rain
5488,18,24,891,18,sun
5489,8,23,871,16,sun
5490,22,12,966,49,sun
5491,13,5,888,85,rain
5492,26,9,939,97,rain
5493,36,22,793,14,rain
5494,-3,11,755,97,rain
5495,9,10,912,66,sun
5496,-2,28,775,20,rain
5497,10,0,994,36,sun
5498,36,19,969,41,rain
5499,-5,17,776,43,rain
5500,-2,19,750,44,rain
5501,15,7,954,73,sun
5502,34,12,1019,17,sun
5503,38,9,900,82,rain
5504,33,2,937,63,rain
5505,8,15,766,51,rain
5506,22,4,836,88,rain
5507,23,17,852,22,sun
5508,2,13,805,30,rain
5509,37,25,1029,46,rain
5510,12,3,867,45,sun
5511,1,6,923,18,sun
5512,37,10,823,83,rain
5513,-3,29,940,0,sun
5514,-2,1,784,10,rain
5515,-9,9,782,46,rain
5516,30,10,754,44,rain
5517,23,24,973,22,sun
5518,16,29,807,86,rain
5519,7,15,958,92,sun
5520,3,14,961,74,sun
5521,6,7,830,42,rain
5522,9,28,861,15,sun
5523,1,20,921,89,rain
5524,14,10,989,3,sun
5525,36,17,850,72,rain
5526,0,16,993,95,sun
5527,16,6,998,5,sun
5528,1,29,878,7,sun
5529,-3,19,775,71,rain
5530,-3,1,880,43,sun
5531,12,20,939,54,sun
5532,-3,19,949,86,rain
5533,3,2,923,60,sun
5534,18,20,855,16,sun
5535,-5,0,995,92,sun
5536,30,3,818,15,rain
5537,0,3,778,30,rain
5538,38,12,917,75,rain
5539,-2,7,956,58,sun
5540,14,19,845,42,rain
5541,14,22,1001,98,sun
5542,12,18,949,50,sun
5543,-5,24,997,89,sun
5544,10,1,942,49,sun
5545,38,9,926,40,rain
5546,33,26,763,80,rain
5547,-3,20,1005,0,sun
5548,-1,28,775,1,rain
5549,11,15,756,28,rain
5550,0,1,977,37,sun
5551,6,5,985,46,sun
5552,0,27,864,90,rain
5553,28,19,930,80,rain
5554,31,21,837,47,rain
5555,20,23,972,30,sun
5556,-1,9,772,23,rain
5557,-7,15,839,19,rain
5558,25,6,757,52,rain
5559,6,10,901,9,sun
5560,30,16,972,65,rain
5561,31,26,976,79,rain
5562,-4,3,989,52,sun
5563,8,1,901,64,sun
5564,35,11,876,68,rain
5565,8,7,795,66,rain
5566,-4,1,935,50,sun
5567,28,19,1012,31,sun
5568,0,11,868,1,sun
5569,3,7,996,73,sun
5570,-7,7,918,51,sun
5571,7,5,966,17,sun
5572,-3,14,906,90,rain
5573,21,27,1002,79,rain
5574,25,24,938,42,sun
5575,14,19,914,60,sun
5576,30,27,965,38,sun
5577,17,17,947,44,sun
5578,12,11,990,22,sun
5579,32,5,1018,34,sun
5580,-9,21,884,12,sun
5581,9,12,925,24,sun
5582,-3,26,765,94,rain
5583,12,13,841,5,rain
5584,28,14,980,66,sun
5585,-1,28,770,3,rain
5586,28,24,987,22,sun
5587,19,15,816,22,rain
5588,9,24,961,95,sun
5589,16,7,890,80,rain
5590,23,25,780,33,rain
5591,0,8,816,98,rain
5592,13,3,935,38,sun
5593,29,2,868,75,sun
5594,16,13,987,57,sun
5595,27,17,943,28,sun
5596,27,16,878,83,rain
5597,-6,28,921,76,rain
5598,26,0,944,22,sun
5599,6,29,905,61,rain
5600,18,22,1024,64,sun
5601,-6,13,942,83,rain
5602,19,2,772,76,rain
5603,11,19,809,6,rain
5604,-9,20,946,82,rain
5605,27,29,979,87,rain
5606,22,12,784,24,rain
5607,-1,24,889,68,sun
5608,25,0,839,78,rain
5609,-9,17,897,21,sun
5610,33,28,798,39,rain
5611,22,5,991,88,sun
5612,35,20,835,97,rain
5613,35,0,972,6,sun
5614,-6,11,775,42,rain
5615,-6,13,1011,95,sun
5616,25,16,851,58,sun
5617,8,4,954,19,sun
5618,7,15,873,81,rain
5619,4,15,769,32,rain
5620,12,22,777,18,rain
5621,16,10,954,25,sun
5622,-9,15,913,75,sun
5623,11,10,1000,26,sun
5624,-1,24,906,60,sun
5625,21,13,1004,16,sun
5626,8,14,943,43,sun
5627,10,28,917,50,sun
5628,1,29,830,3,rain
5629,37,1,806,66,rain
5630,31,21,937,59,rain
5631,27,22,999,19,sun
5632,-8,27,926,56,sun
5633,3,8,839,15,rain
5634,32,22,905,25,sun
5635,25,24,973,34,sun
5636,24,8,844,81,rain
5637,-5,11,985,40,sun
5638,-6,19,860,24,sun
5639,-2,28,818,41,rain
5640,-1,25,814,99,rain
5641,31,24,1026,73,rain
5642,15,21,894,51,sun
5643,32,26,880,7,sun
5644,34,17,968,51,rain
5645,18,1,867,60,sun
5646,26,29,851,44,sun
5647,26,2,851,97,rain
5648,6,10,1005,27,sun
5649,17,24,817,74,rain
5650,-5,3,971,82,sun
5651,14,16,811,75,rain
5652,31,9,961,97,rain
5653,28,7,1015,54,sun
5654,34,8,844,39,rain
5655,31,17,906,20,sun
5656,16,26,862,99,rain
5657,-2,14,1025,27,sun
5658,23,4,777,5,rain
5659,12,8,922,15,sun
5660,1,3,956,93,sun
5661,28,9,949,78,sun
5662,16,27,1001,74,rain
5663,13,3,802,64,rain
5664,16,10,774,53,rain
5665,9,11,824,22,rain
5666,5,28,861,82,rain
5667,22,3,1025,27,sun
5668,13,9,914,69,sun
5669,14,5,806,73,rain
5670,4,24,978,83,sun
5671,-3,4,966,13,sun
5672,-7,17,857,59,sun
5673,35,11,765,13,rain
5674,0,5,970,52,sun
5675,1,19,946,53,sun
5676,13,2,912,77,sun
5677,7,27,845,31,rain
5678,34,14,884,18,sun
5679,2,20,781,42,rain
5680,0,2,884,5,sun
5681,7,14,834,53,rain
5682,5,18,764,4,rain
5683,8,16,816,49,rain
5684,0,27,785,75,rain
5685,-4,27,834,18,rain
5686,3,26,929,20,sun
5687,-2,4,847,89,rain
5688,31,27,1026,22,sun
5689,-9,16,957,22,sun
5690,39,6,886,56,rain
5691,21,21,829,66,rain
5692,34,2,789,76,rain
5693,36,24,876,31,sun
5694,18,11,1011,26,sun
5695,30,20,995,55,rain
5696,14,0,903,70,sun
5697,0,7,805,40,rain
5698,23,25,907,91,rain
5699,22,14,908,57,sun
5700,7,17,778,11,rain
5701,36,16,895,28,sun
5702,11,4,832,53,rain
5703,-4,21,816,72,rain
5704,-4,4,988,79,sun
5705,17,7,904,39,sun
5706,9,15,891,70,sun
5707,7,4,935,26,sun
5708,23,28,910,6,sun
5709,0,29,956,84,rain
5710,5,27,881,8,sun
5711,1,12,767,41,rain
5712,26,19,802,60,rain
5713,37,6,953,21,sun
5714,13,29,1014,20,sun
5715,39,23,980,38,sun
5716,31,17,923,27,sun
5717,7,22,977,24,sun
5718,-3,28,844,9,rain
5719,38,28,1023,64,rain
5720,-9,19,768,69,rain
5721,0,2,784,59,rain
5722,-2,27,996,41,sun
5723,24,20,809,19,rain
5724,9,22,1025,19,sun
5725,29,26,863,40,sun
5726,18,14,840,26,rain
5727,20,26,794,93,rain
5728,23,28,752,59,rain
5729,38,3,933,9,sun
5730,7,24,902,58,sun
5731,19,18,1013,28,sun
5732,2,16,932,15,sun
5733,7,20,1018,29,sun
5734,35,5,777,28,rain
5735,0,4,804,60,rain
5736,23,12,882,75,sun
5737,25,15,784,88,rain
5738,37,1,864,15,sun
5739,-9,29,951,49,sun
5740,18,12,970,46,sun
5741,18,11,987,97,sun
5742,-3,16,964,81,sun
5743,30,18,981,56,rain
5744,24,19,1013,32,sun
5745,18,17,868,72,sun
5746,27,18,920,49,sun
5747,-3,6,790,89,rain
5748,-3,16,883,46,sun
5749,26,3,847,49,rain
5750,15,16,779,36,rain
5751,35,4,934,88,rain
5752,7,19,791,93,rain
5753,20,6,957,49,sun
5754,14,18,976,24,sun
5755,6,0,799,10,rain
5756,19,20,766,86,rain
5757,12,2,908,98,rain
5758,23,4,812,56,rain
5759,10,7,878,7,sun
5760,-5,4,806,76,rain
5761,22,25,815,40,rain
5762,15,21,969,29,sun
5763,18,5,805,20,rain
5764,39,11,958,21,sun
5765,-7,21,768,97,rain
5766,-6,4,803,57,rain
5767,36,26,838,55,rain
5768,12,2,981,39,sun
5769,9,4,828,0,rain
5770,-8,19,973,82,sun
5771,25,21,930,11,sun
5772,34,19,812,52,rain
5773,-2,3,975,79,sun
5774,23,29,904,32,sun
5775,9,5,963,55,sun
5776,7,27,837,61,rain
5777,-1,16,931,97,rain
5778,27,29,756,15,rain
5779,2,21,763,9,rain
5780,0,0,870,4,sun
5781,17,5,946,32,sun
5782,25,23,881,21,sun
5783,12,0,977,20,sun
5784,3,8,919,53,sun
5785,6,27,798,47,rain
5786,5,22,969,37,sun
5787,22,14,773,37,rain
5788,31,15,944,59,rain
5789,24,15,809,55,rain
5790,29,7,973,23,sun
5791,-1,7,998,23,sun
5792,4,15,998,0,sun
5793,33,9,942,39,sun
5794,1,19,1009,54,sun
5795,17,4,988,77,sun
5796,34,5,920,31,sun
5797,39,29,773,68,rain
5798,-2,8,980,28,sun
5799,-3,28,800,73,rain
5800,9,27,847,65,rain
5801,-2,19,1015,25,sun
5802,-6,18,927,14,sun
5803,13,4,988,10,sun
5804,8,5,926,64,sun
5805,16,16,834,52,rain
5806,3,27,955,44,sun
5807,-7,27,928,24,sun
5808,13,20,821,61,rain
5809,15,18,868,76,sun
5810,13,5,808,55,rain
5811,13,15,776,3,rain
5812,-3,19,823,7,rain
5813,0,14,903,2,sun
5814,31,3,820,67,rain
5815,0,21,871,97,rain
5816,-2,14,1011,46,sun
5817,0,10,1014,62,sun
